,index,created_at,followers_count,full_text,lang,mode,retweet,retweet_count,retweet_text,retweeted,user_id,tweet_id,clean_text,polarity,date,hashtag,sentiment
14730,1751,2019-12-03 09:17:41,903,"@mashleymovies @KnivesOut is a good film that is actually SUBVERSIVE to the whodunnit mystery genre.

#KnivesOutFilm uses the whodunnit genre to parlay its real theme

GLORIFYING CAPITALISM

Capitalism is now so exciting, so thrilling and so GOOD 👍
Thanks to #KnivesOut!
https://t.co/1dA2njQwDu",en,extended,False,0,,False,950261190881550341,1201792613218566145,mashleymovies KnivesOut is a good film that is actually SUBVERSIVE to the whodunnit mystery genreKnivesOutFilm uses the whodunnit genre to parlay its real themeGLORIFYING CAPITALISMCapitalism is now so exciting so thrilling and so GOOD Thanks to KnivesOut,0.34285714285714286,2019-12-03,KnivesOut,positive
28336,288,2019-11-23 01:20:10,66,"First official Early Access Screenings of #KnivesOut are starting now.

Word of mouth should be excellent 🤩 https://t.co/174AnA6fku",en,extended,False,0,,False,1195376159619534848,1198048559976919041,First official Early Access Screenings of KnivesOut are starting now Word of mouth should be excellent,0.3375,2019-11-23,KnivesOut,positive
27492,442,2019-11-23 18:01:58,75,"Some perhaps spoilerly #KnivesOut thoughts:

The story’s theme seems to me to be about the idealized American dream of being rich is dead and now the entitled wealthy class is doing its best to retain its unearned place by continuing to oppress or shift blame on the working class",en,extended,False,0,,False,18878255,1198300671491133441,Some perhaps spoilerly KnivesOut thoughtsThe storys theme seems to me to be about the idealized American dream of being rich is dead and now the entitled wealthy class is doing its best to retain its unearned place by continuing to oppress or shift blame on the working class,0.335,2019-11-23,KnivesOut,positive
8319,324,2019-12-06 00:44:39,4202,"Anyway, was kinda fun watching an actual mystery. Been a good while since I have. #KnivesOut",en,extended,False,0,,False,3277283810,1202750664159436800,Anyway was kinda fun watching an actual mystery Been a good while since I have KnivesOut,0.3333333333333333,2019-12-06,KnivesOut,positive
17335,361,2019-12-01 22:37:54,569,"Well, #knivesout is brilliant fun. Funny, smart, and with a message that left me hopeful.",en,extended,False,0,,False,96828017,1201269215132635141,Well knivesout is brilliant fun Funny smart and with a message that left me hopeful,0.33285714285714285,2019-12-01,KnivesOut,positive
18994,521,2019-12-01 02:52:54,126,my second time saying go see #KnivesOut because it is so fun and good and I haven't loved a movie like this in a long time,en,extended,False,0,,False,792124603,1200970999996538881,my second time saying go see KnivesOut because it is so fun and good and I havent loved a movie like this in a long time,0.32999999999999996,2019-12-01,KnivesOut,positive
24711,747,2019-11-26 21:35:03,6,Special delivery: Donuts and a mug for the “Whodunnit” movie #KnivesOut.  The Rian Johnson movie opens Wednesday and it’s so much fun. https://t.co/DONaYx67v3,en,extended,False,1,,False,1180494571672756225,1199441460711444480,Special delivery Donuts and a mug for the Whodunnit movie KnivesOut The Rian Johnson movie opens Wednesday and its so much fun,0.32857142857142857,2019-11-26,KnivesOut,positive
26755,702,2019-11-24 17:38:07,1078,"@rianjohnson @ChrisEvans_USA Rian Johnson! I have always wondered ...

HOW do you manage to stay consistently CALM, SUAVE and COOL in all your #KnivesOut interviews?

Listening to you is quite hypnotic, soothing, quieting, calming.",en,extended,False,0,,False,555607002,1198657060193423361,rianjohnson ChrisEvansUSA Rian Johnson I have always wondered HOW do you manage to stay consistently CALM SUAVE and COOL in all your KnivesOut interviewsListening to you is quite hypnotic soothing quieting calming,0.325,2019-11-24,KnivesOut,positive
15829,855,2019-12-02 20:27:04,21,"#KnivesOut cast is amazing I love it. Like captain America, James Bond and the kid from it + other randomest thing 🤣😍",en,extended,False,0,,False,4547829977,1201598679393681409,KnivesOut cast is amazing I love it Like captain America James Bond and the kid from it other randomest thing,0.325,2019-12-02,KnivesOut,positive
13420,439,2019-12-03 22:36:27,35,Me wanting to watch so many newly released films but don't have the time to go to the movie theater... #babyoda #FordvFerrari #KnivesOut #Joker #JojoRabbit #Parasite #QueenAndSlim #21Bridges #ABeautifulDayInTheNeighborhood #MidwayMovie #LastChristmasMovie #TheLighthouse https://t.co/DW9zWRax00,en,extended,False,0,,False,912006240858890240,1201993629285273600,Me wanting to watch so many newly released films but dont have the time to go to the movie theater babyoda FordvFerrari KnivesOut Joker JojoRabbit Parasite QueenAndSlim 21Bridges ABeautifulDayInTheNeighborhood MidwayMovie LastChristmasMovie TheLighthouse,0.3181818181818182,2019-12-03,KnivesOut,positive
623,625,2019-12-08 19:44:01,651,"Knives Out is a delight to watch, the amazing cast, the flow, the plot, the interrogation scene...everything about this movie was beautiful!! It had those tiny elements taken from the books of Agatha Christie, those subtle hints about the murderer (1/2) #KnivesOut",en,extended,False,0,,False,92371134,1203762170984456192,Knives Out is a delight to watch the amazing cast the flow the plot the interrogation sceneeverything about this movie was beautiful It had those tiny elements taken from the books of Agatha Christie those subtle hints about the murderer 12 KnivesOut,0.3166666666666667,2019-12-08,KnivesOut,positive
6704,1709,2019-12-06 18:07:48,418,"#Film 139, #KnivesOut. I really enjoyed this, but it wasn't exactly what I was expecting, and was under the impression the ending was unpredictable. However I guessed the ""who"" from the trailer and even the ""how"" I half guessed. Has great acting and wonderful lines though. 7/10 https://t.co/mg6Q2aiZTP",en,extended,False,0,,False,28159734,1203013183339945985,Film 139 KnivesOut I really enjoyed this but it wasnt exactly what I was expecting and was under the impression the ending was unpredictable However I guessed the who from the trailer and even the how I half guessed Has great acting and wonderful lines though 710,0.3166666666666667,2019-12-06,KnivesOut,positive
24296,330,2019-11-26 23:33:34,2794,"we successfully solved the mystery.... #KnivesOut #KnivesOutTO. Thanks @1059TheRegion, we had such a blast! https://t.co/jFaZUQ9rJl",en,extended,False,1,,False,19372128,1199471287871164417,we successfully solved the mystery KnivesOut KnivesOutTO Thanks 1059TheRegion we had such a blast,0.31666666666666665,2019-11-26,KnivesOut,positive
6248,1252,2019-12-06 19:48:02,247,"Entertaining #film for the holidays, #KnivesOut with a interesting plot and finale but on the other hand, nothing more than a modern day #HerculePoirot ... | (2019)
#IMDb #movies #MovieReview  https://t.co/JANdR6e5wG",en,extended,False,0,,False,228022754,1203038407842291712,Entertaining film for the holidays KnivesOut with a interesting plot and finale but on the other hand nothing more than a modern day HerculePoirot 2019IMDb movies MovieReview,0.315,2019-12-06,KnivesOut,positive
29339,292,2019-11-21 19:10:58,806,"I saw @KnivesOut the other night and omg it’s soooo good! @rianjohnson is a genius. The cast is amazing, score is good, and overall just a classic murder mystery that keeps you on the edge of your seat. Thanks again to @Lionsgate for the early screening.
10/10
#KnivesOut",en,extended,False,0,,False,839486874,1197593260635541504,I saw KnivesOut the other night and omg its soooo good rianjohnson is a genius The cast is amazing score is good and overall just a classic murder mystery that keeps you on the edge of your seat Thanks again to Lionsgate for the early screening 1010KnivesOut,0.3145833333333333,2019-11-21,KnivesOut,positive
10362,2376,2019-12-05 11:10:12,6584,"Knives out was a lot of fun. I was kinda in awe of the writing the whole time. It’s not something I generally notice, but it’s just so, so good in this movie. #KnivesOut",en,extended,False,2,,False,53204096,1202545704641499136,Knives out was a lot of fun I was kinda in awe of the writing the whole time Its not something I generally notice but its just so so good in this movie KnivesOut,0.3125,2019-12-05,KnivesOut,positive
7162,2167,2019-12-06 14:45:30,398,#KnivesOut is a brilliant throwback to the classic Agatha Christie stories I grew up reading with a sharply written script and all-star cast. Worth seeing in the theater if you can. @KnivesOut @rianjohnson,en,extended,False,7,,False,171284549,1202962272202711040,KnivesOut is a brilliant throwback to the classic Agatha Christie stories I grew up reading with a sharply written script and allstar cast Worth seeing in the theater if you can KnivesOut rianjohnson,0.3104166666666667,2019-12-06,KnivesOut,positive
26814,762,2019-11-24 17:07:41,6240,"""It’s hard not to be sucked in to the cynically hilarious whirlpool he creates around himself. He bounces off each member of the cast with colourful flair, clearly relishing in a role that allows him to be simultaneously despicable, charming &amp; captivating."" #ChrisEvans #KnivesOut https://t.co/9yaPL5D9ev",en,extended,False,9,,False,2978362805,1198649402157600769,Its hard not to be sucked in to the cynically hilarious whirlpool he creates around himself He bounces off each member of the cast with colourful flair clearly relishing in a role that allows him to be simultaneously despicable charming amp captivating ChrisEvans KnivesOut,0.30166666666666664,2019-11-24,KnivesOut,positive
17877,904,2019-12-01 20:54:33,130,"Saw #KnivesOut today. Great film, brilliant cast, great acting, hilarious and dramatic. Everything it should have been. It was the first time in ages I've been in a cinema where people were bursting out in laughter together at subtle jokes. Well done!",en,extended,False,0,,False,441140407,1201243208044421121,Saw KnivesOut today Great film brilliant cast great acting hilarious and dramatic Everything it should have been It was the first time in ages Ive been in a cinema where people were bursting out in laughter together at subtle jokes Well done,0.30000000000000004,2019-12-01,KnivesOut,positive
22757,1287,2019-11-28 19:57:43,107,"#KnivesOut: @rianjohnson is an absolute madlad, with the film being my favorite of the entire year.

Ana de Armas and Craig kill it, with a modern take on the murder-mystery genre that is amazing to see unfold.

See this film in the theaters, ASAP. https://t.co/gaOn1CDOL4",en,extended,False,0,,False,1039010641342681088,1200141742655201280,KnivesOut rianjohnson is an absolute madlad with the film being my favorite of the entire yearAna de Armas and Craig kill it with a modern take on the murdermystery genre that is amazing to see unfoldSee this film in the theaters ASAP,0.3,2019-11-28,KnivesOut,positive
11206,220,2019-12-05 00:28:01,7848,One day I hope to have as much fun doing anything as it appears that the cast of #KnivesOut had doing that movie.,en,extended,False,0,,False,45010407,1202384090864869376,One day I hope to have as much fun doing anything as it appears that the cast of KnivesOut had doing that movie,0.3,2019-12-05,KnivesOut,positive
9783,1796,2019-12-05 17:48:32,174,"Knives Out is a breath of fresh air at a multiplex that is increasingly starved for movies that don't feel focus-grouped.

#KnivesOut

#movies

https://t.co/env40n5loX",en,extended,False,0,,False,240692865,1202645946380771328,Knives Out is a breath of fresh air at a multiplex that is increasingly starved for movies that dont feel focusgroupedKnivesOut movies,0.3,2019-12-05,KnivesOut,positive
20887,915,2019-11-29 23:59:07,56,"Just saw #KnivesOut . LOVED IT. I need an entire series of movies with Daniel Craig as Benoit Blanc. Like yesterday.

Even better, he could team up with Anna Kendrick’s mommy vlogger from A SIMPLE FAVOR and they could solve crimes together!",en,extended,False,0,,False,1092394380,1200564881465868289,Just saw KnivesOut LOVED IT I need an entire series of movies with Daniel Craig as Benoit Blanc Like yesterdayEven better he could team up with Anna Kendricks mommy vlogger from A SIMPLE FAVOR and they could solve crimes together,0.3,2019-11-29,KnivesOut,positive
561,563,2019-12-08 19:55:00,129,It’s time. It’s time I clipped it out. It’s too powerful. #knivesout @KnivesOut https://t.co/OCnW557F9h,en,extended,False,0,,False,1104136940750860291,1203764936318619656,Its time Its time I clipped it out Its too powerful knivesout KnivesOut,0.3,2019-12-08,KnivesOut,positive
10933,2947,2019-12-05 03:23:52,28,#KnivesOut was well worth the watch. A+,en,extended,False,0,,False,286410244,1202428346245664768,KnivesOut was well worth the watch A,0.3,2019-12-05,KnivesOut,positive
17975,1002,2019-12-01 20:36:57,1039,‘Twas fun #KnivesOut https://t.co/36CdmIs400,en,extended,False,0,,False,564562685,1201238779295674373,Twas fun KnivesOut,0.3,2019-12-01,KnivesOut,positive
17143,169,2019-12-01 23:16:29,863,"Rian Johnson’s murder-mystery #KnivesOut is thoroughly entertaining, sharp, and laugh-out-loud witty. A really fun time at the movies. 🕵🏻‍♂️ https://t.co/DEzP3gwQDN",en,extended,False,0,,False,15471203,1201278928142376960,Rian Johnsons murdermystery KnivesOut is thoroughly entertaining sharp and laughoutloud witty A really fun time at the movies,0.29375,2019-12-01,KnivesOut,positive
24519,555,2019-11-26 22:36:07,3875,Filmed in my backyard! I will pass by this very location on my way to coach 6th grade girls' basketball tonight. Excited for #KnivesOut https://t.co/Xpxu7zeedB,en,extended,False,0,,False,168127023,1199456829241221121,Filmed in my backyard I will pass by this very location on my way to coach 6th grade girls basketball tonight Excited for KnivesOut,0.2875,2019-11-26,KnivesOut,positive
23717,749,2019-11-27 23:52:36,14,"Officially in my seat for the first of two movies tonight, starting out with @KnivesOut and I’m very excited! #KnivesOut https://t.co/qrMwOBqYaL",en,extended,False,0,,False,1177669589280403457,1199838466126831616,Officially in my seat for the first of two movies tonight starting out with KnivesOut and Im very excited KnivesOut,0.2864583333333333,2019-11-27,KnivesOut,positive
2209,211,2019-12-07 23:37:50,182,"Saw #KnivesOut tonight and damn, what a fun film. Cool, smart and funny whodunnit. Well worth checking out at the cinema.",en,extended,False,0,,False,2336658862,1203458628419817472,Saw KnivesOut tonight and damn what a fun film Cool smart and funny whodunnit Well worth checking out at the cinema,0.28285714285714286,2019-12-07,KnivesOut,positive
13793,813,2019-12-03 19:15:09,182,#KnivesOut is a fun and funny whodunnit. #MovieReview https://t.co/lcYR2MhRIe,en,extended,False,0,,False,393092206,1201942967327608837,KnivesOut is a fun and funny whodunnit MovieReview,0.275,2019-12-03,KnivesOut,positive
19684,1211,2019-12-01 00:18:16,79,"Caught a movie today,  even though I haven't been feeling great.  Watch out for that shady guy in the hoodie though.

#downtomovie #bluraysnob #regalcinemas #regalunlimited #knivesout #todaysmovie #nowwatching… https://t.co/EMWTbDhAgv",en,extended,False,0,,False,881619468413173762,1200932086787399681,Caught a movie today even though I havent been feeling great Watch out for that shady guy in the hoodie though downtomovie bluraysnob regalcinemas regalunlimited knivesout todaysmovie nowwatching,0.275,2019-12-01,KnivesOut,positive
11896,912,2019-12-04 19:11:09,0,"Just watched knives out - 10/10.
Different from the usual type of murder mysteries and had some great one liners that made me laugh out loud in the cinema. Plus Ana de Armas was insanely good, hope people give her the credit she deserves.  #KnivesOutFilm #KnivesOut #RianJohnson",en,extended,False,1,,False,1183142174730444801,1202304351810859012,Just watched knives out 1010Different from the usual type of murder mysteries and had some great one liners that made me laugh out loud in the cinema Plus Ana de Armas was insanely good hope people give her the credit she deserves KnivesOutFilm KnivesOut RianJohnson,0.27499999999999997,2019-12-04,KnivesOut,positive
17178,204,2019-12-01 23:09:19,108,#KnivesOut was definitely one of the best movies I have seen for a long while. A classic whodunnit that keeps you engaged straight to the end. Worth seeing.,en,extended,False,0,,False,16075262,1201277124088336386,KnivesOut was definitely one of the best movies I have seen for a long while A classic whodunnit that keeps you engaged straight to the end Worth seeing,0.26944444444444443,2019-12-01,KnivesOut,positive
29170,122,2019-11-21 21:03:05,1865,"#KnivesOut opens in 6 days!

Enjoy this Trailer with #TheHitHouse #JesseGoodwin's #MusicSupervision, @DanDiaz481’s reimagining of ""I'm Gonna Live Till I Die,” &amp; additional #Music by @DavidAndronico: https://t.co/ZjRVpp5rxX

Get your Tickets now, for 11/27: https://t.co/fz4YyapjLm https://t.co/AGwg48TEA3",en,extended,False,0,,False,278151444,1197621476897124352,KnivesOut opens in 6 daysEnjoy this Trailer with TheHitHouse JesseGoodwins MusicSupervision DanDiaz481s reimagining of Im Gonna Live Till I Die amp additional Music by DavidAndronico Get your Tickets now for 1127,0.2681818181818182,2019-11-21,KnivesOut,positive
29711,666,2019-11-21 16:01:29,5700,"We're less than a week out from #KnivesOut hitting theaters, so I'm sharing my review from #TIFF again. I cannnoooot wait to see this movie again. It's so good. https://t.co/64bEV7UKJl",en,extended,False,10,,False,109449668,1197545575522156544,Were less than a week out from KnivesOut hitting theaters so Im sharing my review from TIFF again I cannnoooot wait to see this movie again Its so good,0.26666666666666666,2019-11-21,KnivesOut,positive
28086,38,2019-11-23 02:28:30,654,"#KnivesOut rules.

So clever &amp; constantly hilarious.

My mouth was wide open for the last half hour.

Best Original Screenplay worthy.

Stacked cast is great but Daniel Craig &amp; Ana de Armas really shine.

Fun to see Chris Evans do something different again. https://t.co/qOsqOo2I7F",en,extended,False,0,,False,414061159,1198065757688606720,KnivesOut rules So clever amp constantly hilariousMy mouth was wide open for the last half hourBest Original Screenplay worthyStacked cast is great but Daniel Craig amp Ana de Armas really shineFun to see Chris Evans do something different again,0.2621794871794872,2019-11-23,KnivesOut,positive
19268,795,2019-12-01 01:57:36,582,"New things to mention I loved in #KnivesOut

* Toni Collette's interrogation dress is To. Die. For.

* Marta and Ransom drinking @CiscoBrewers Grey Lady (and looked like a grapefruit brew of theirs that I didn't recognize but WANT.)

* The Gravity's Rainbow joke. https://t.co/QeEPSd8HvJ",en,extended,False,0,,False,2307921,1200957087108489216,New things to mention I loved in KnivesOut Toni Collettes interrogation dress is To Die For Marta and Ransom drinking CiscoBrewers Grey Lady and looked like a grapefruit brew of theirs that I didnt recognize but WANT The Gravitys Rainbow joke,0.2621212121212121,2019-12-01,KnivesOut,positive
21384,1413,2019-11-29 22:15:30,762,"How does one make knitwear that sexy? And camel coats? Honest to god, I need a lie down and a fan.

It's been a wild night for Laura.
#KnivesOut",en,extended,False,0,,False,59145353,1200538804974698498,How does one make knitwear that sexy And camel coats Honest to god I need a lie down and a fan Its been a wild night for Laura KnivesOut,0.2611111111111111,2019-11-29,KnivesOut,positive
25315,352,2019-11-25 23:43:20,2205,"#KnivesOut is a very satisfying whodunnit, in that you can totally work it out if you pay attention. Fun performances (Daniel Craig is having the time of his life) and really nice cinematography. Rian Johnson knows what he’s doing, as usual.",en,extended,False,0,,False,14080522,1199111358102605824,KnivesOut is a very satisfying whodunnit in that you can totally work it out if you pay attention Fun performances Daniel Craig is having the time of his life and really nice cinematography Rian Johnson knows what hes doing as usual,0.25999999999999995,2019-11-25,KnivesOut,positive
15882,908,2019-12-02 20:00:41,5968,"Frozen 2 may have dominated the box office but original films did better than expected. Which films did you watch during Thanksgiving weekend?
#Frozen2 #KnivesOut #Thanksgiving
https://t.co/5tIvacxYdn",en,extended,False,0,,False,14192683,1201592041089748993,Frozen 2 may have dominated the box office but original films did better than expected Which films did you watch during Thanksgiving weekendFrozen2 KnivesOut Thanksgiving,0.25833333333333336,2019-12-02,KnivesOut,positive
1673,1675,2019-12-08 17:01:41,596,"Finally got to see #KnivesOut last night. It lived up to every bit of hype. It was fun, full of twists and turns that I didn’t expect. Entire cast was incredible.",en,extended,False,0,,False,27809475,1203721320988434432,Finally got to see KnivesOut last night It lived up to every bit of hype It was fun full of twists and turns that I didnt expect Entire cast was incredible,0.2583333333333333,2019-12-08,KnivesOut,positive
14896,1917,2019-12-03 06:52:55,114,"Saw #KnivesOut last night.
Great film. Great script, great performances.
Took a bit to long to get there and Daniel Craig playing Kevin Spacey got a bit annoying.

But all round a good time.",en,extended,False,0,,False,934741958748200960,1201756178235240448,Saw KnivesOut last night Great film Great script great performances Took a bit to long to get there and Daniel Craig playing Kevin Spacey got a bit annoying But all round a good time,0.2562500000000001,2019-12-03,KnivesOut,positive
23542,573,2019-11-28 00:22:21,394,"Adored #KnivesOut. Excellent as ever @rianjohnson, seriously, when are you and @MarkRuffalo going to get the old gang together and give us the Columbo movie we're dying for? C'mon...",en,extended,False,0,,False,21382479,1199845950568718336,Adored KnivesOut Excellent as ever rianjohnson seriously when are you and MarkRuffalo going to get the old gang together and give us the Columbo movie were dying for Cmon,0.2555555555555556,2019-11-28,KnivesOut,positive
16152,1178,2019-12-02 18:34:33,117,"It’s called #KnivesOut, but they insisted I keep all knives in my pocket. Putting a real damper on the #movie before it even starts! 😝",en,extended,False,0,,False,108433661,1201570364956008449,Its called KnivesOut but they insisted I keep all knives in my pocket Putting a real damper on the movie before it even starts,0.25,2019-12-02,KnivesOut,positive
6935,1940,2019-12-06 16:21:15,83,"Now watching @KnivesOut in Hemel @Cineworld's #ImpactScreen for the first time. #KnivesOut
#HemelCineworld
#CineworldUnlimited
#MovieTwitter #FilmTwitter",en,extended,False,0,,False,1114155860941516800,1202986370165354498,Now watching KnivesOut in Hemel Cineworlds ImpactScreen for the first time KnivesOut HemelCineworldCineworldUnlimitedMovieTwitter FilmTwitter,0.25,2019-12-06,KnivesOut,positive
15789,815,2019-12-02 20:45:00,216,The latest The Eyewear Insight Daily! https://t.co/1qo9YXHeI1 #knivesout,en,extended,False,0,,False,357884405,1201603191328169991,The latest The Eyewear Insight Daily knivesout,0.25,2019-12-02,KnivesOut,positive
5360,363,2019-12-07 01:18:08,196,So ready for this movie! 🤭 #KnivesOut @ChrisEvans https://t.co/hOU8V6CGLa,en,extended,False,0,,False,119532135,1203121478495027200,So ready for this movie KnivesOut ChrisEvans,0.25,2019-12-07,KnivesOut,positive
17052,78,2019-12-01 23:32:31,288,"My review for #knivesout:

Chris Evans in the cable knit sweater.

Daniel Craig's Louisiana KFC accent.

And all the cozy winter feels.

Good movie.

So charmed.",en,extended,False,0,,False,500008845,1201282961754210304,My review for knivesout Chris Evans in the cable knit sweaterDaniel Craigs Louisiana KFC accent And all the cozy winter feels Good movieSo charmed,0.25,2019-12-01,KnivesOut,positive
6105,1108,2019-12-06 20:32:56,317,"There's something very special about @KnivesOut from @rianjohnson. By far 1 of the best movies I’ve seen in a long time. Gritty, dark &amp; exhilarating. Bravo to all involved, both sheer talent infront &amp; behind the camera. The movie is so insanely great. See it.... #KnivesOut
4.75⭐️",en,extended,False,0,,False,344187111,1203049708144537600,Theres something very special about KnivesOut from rianjohnson By far 1 of the best movies Ive seen in a long time Gritty dark amp exhilarating Bravo to all involved both sheer talent infront amp behind the camera The movie is so insanely great See it KnivesOut475,0.24642857142857144,2019-12-06,KnivesOut,positive
21591,120,2019-11-29 00:55:26,41,"#KnivesOut surprises to the very end. Clever in visuals, cleverer in script. A perfect whodunnit that knows its visual history down to the core and both reveres and innovates the genre. Undeniable counter to anybody who doubted @rianjohnson",en,extended,False,0,,False,2370904664,1200216666799583232,KnivesOut surprises to the very end Clever in visuals cleverer in script A perfect whodunnit that knows its visual history down to the core and both reveres and innovates the genre Undeniable counter to anybody who doubted rianjohnson,0.2422222222222222,2019-11-29,KnivesOut,positive
21985,514,2019-11-28 23:06:47,406,"Not my usual type of film but knives out is slick, hilarious and Daniel Craig is brilliant as detective blanc, well worth a watch #knivesout #danielcraig https://t.co/eqUkftLPH6",en,extended,False,0,,False,361787909,1200189321845911552,Not my usual type of film but knives out is slick hilarious and Daniel Craig is brilliant as detective blanc well worth a watch knivesout danielcraig,0.24,2019-11-28,KnivesOut,positive
8515,520,2019-12-05 23:49:17,30,After watching #KnivesOut last week I’m so happy not to be the only one who is loving the cozy sweaters. https://t.co/5hIvfTT8bg,en,extended,False,0,,False,708467258071379968,1202736731381993473,After watching KnivesOut last week Im so happy not to be the only one who is loving the cozy sweaters,0.24,2019-12-05,KnivesOut,positive
4037,2040,2019-12-07 20:08:56,171,"If there was one issue I had with #KnivesOut, it's that I was having so much fun that the 2hr10min run time went way too fast and I wasn't ready for it to end. https://t.co/ahELvypfMf",en,extended,False,0,,False,63402504,1203406055532900353,If there was one issue I had with KnivesOut its that I was having so much fun that the 2hr10min run time went way too fast and I wasnt ready for it to end,0.2333333333333333,2019-12-07,KnivesOut,positive
17471,498,2019-12-01 22:10:07,1403,"Between @jokermovie and @KnivesOut, the Stephen Sondheim catalogue is receiving fantastic exposure in major motion pictures. #Joker #KnivesOut @sondheimlyrics",en,extended,False,0,,False,84959999,1201262226511925248,Between jokermovie and KnivesOut the Stephen Sondheim catalogue is receiving fantastic exposure in major motion pictures Joker KnivesOut sondheimlyrics,0.23125,2019-12-01,KnivesOut,positive
21912,441,2019-11-28 23:29:31,139,"#KnivesOut is a fantastic movie. The sheer craft of language and the love of the whodunit is evident in this movie. It's going to be studied in writing classes for decades. I hope to read the script simply for the ""donut"" dialog alone.",en,extended,False,0,,False,2307221766,1200195044306804736,KnivesOut is a fantastic movie The sheer craft of language and the love of the whodunit is evident in this movie Its going to be studied in writing classes for decades I hope to read the script simply for the donut dialog alone,0.22999999999999998,2019-11-28,KnivesOut,positive
9453,1463,2019-12-05 20:03:49,286,"Today Laura and I watched #KnivesOut at the Showcase Cinema de Luxe in Southampton.

It was very flashy.

Electric reclining chairs! Very comfortable. Sound was great.

Review of the film soon 🙂",en,extended,False,0,,False,1875085656,1202679991798042632,Today Laura and I watched KnivesOut at the Showcase Cinema de Luxe in SouthamptonIt was very flashyElectric reclining chairs Very comfortable Sound was greatReview of the film soon,0.22687500000000002,2019-12-05,KnivesOut,positive
25704,741,2019-11-25 22:38:11,458,Apparently I just dislike films that everyone else seem to enjoy??? #knivesout,en,extended,False,0,,False,1704833052,1199094960466911236,Apparently I just dislike films that everyone else seem to enjoy knivesout,0.225,2019-11-25,KnivesOut,positive
15541,566,2019-12-02 22:18:04,2032,"Film 19 - Knives Out

Daniel Craig's American accent may be shockingly bad but that doesn't stop this from being a top tier film.

A murder mystery with proper plot and character development, good humour and a great ending.

5 stars ⭐⭐⭐⭐⭐
#KnivesOut https://t.co/g6ozYbOOWC",en,extended,False,0,,False,19861093,1201626613588398085,Film 19 Knives OutDaniel Craigs American accent may be shockingly bad but that doesnt stop this from being a top tier filmA murder mystery with proper plot and character development good humour and a great ending5 stars KnivesOut,0.2166666666666667,2019-12-02,KnivesOut,positive
18558,85,2019-12-01 04:22:54,354,"I haven't seen a lot of movies in theaters this year (thanks a lot Kara) but I'm really glad I watched #KnivesOut with a sold out theater (seriously, sold out for a 9 PM showing). Really enjoyable movie all around. Well done @rianjohnson . https://t.co/ZiIsvBFco4",en,extended,False,0,,False,14603610,1200993652371337216,I havent seen a lot of movies in theaters this year thanks a lot Kara but Im really glad I watched KnivesOut with a sold out theater seriously sold out for a 9 PM showing Really enjoyable movie all around Well done rianjohnson,0.21666666666666667,2019-12-01,KnivesOut,positive
17847,874,2019-12-01 21:00:57,260,Frozen II snowballs to $738.6 million worldwide and Knives Out opens strong in second place #FrozenII #KnivesOut #BoxOffice https://t.co/GjR3EGTUqf,en,extended,False,0,,False,1002515892545228800,1201244817877061634,Frozen II snowballs to 7386 million worldwide and Knives Out opens strong in second place FrozenII KnivesOut BoxOffice,0.21666666666666665,2019-12-01,KnivesOut,positive
17534,561,2019-12-01 22:01:43,122,The real reason to see #KnivesOut https://t.co/YMBUGswSnM,en,extended,False,0,,False,39924156,1201260111039225856,The real reason to see KnivesOut,0.2,2019-12-01,KnivesOut,positive
12919,1938,2019-12-04 11:21:05,376256,#KnivesOut is such a fantastic script and well made murder mystery. I'm wondering now which Bollywood producer will buy the rights and try to make a hash of it.,en,extended,False,2,,False,147551629,1202186055547379713,KnivesOut is such a fantastic script and well made murder mystery Im wondering now which Bollywood producer will buy the rights and try to make a hash of it,0.2,2019-12-04,KnivesOut,positive
14886,1907,2019-12-03 06:59:40,4209,"Really, shouldn't #KnivesOut have been titled...

WHODONUT?",en,extended,False,2,,False,14860626,1201757878878527488,Really shouldnt KnivesOut have been titled WHODONUT,0.2,2019-12-03,KnivesOut,positive
15177,199,2019-12-03 00:17:05,24,Is it too much to ask that all men dress like @ChrisEvans in #KnivesOut https://t.co/uzA6sVWKbq,en,extended,False,0,,False,1151534581427757056,1201656564748210176,Is it too much to ask that all men dress like ChrisEvans in KnivesOut,0.2,2019-12-03,KnivesOut,positive
18667,194,2019-12-01 04:02:08,207,Knives Out was near-perfect and I’m so ready for the Ana de Armas moment to begin. #KnivesOut,en,extended,False,0,,False,233590633,1200988426419539973,Knives Out was nearperfect and Im so ready for the Ana de Armas moment to begin KnivesOut,0.2,2019-12-01,KnivesOut,positive
20665,693,2019-11-30 00:46:10,189,I’m REALLY into Chris Evans in that cable knit #KnivesOut,en,extended,False,0,,False,1152916752,1200576718928515073,Im REALLY into Chris Evans in that cable knit KnivesOut,0.2,2019-11-30,KnivesOut,positive
23623,654,2019-11-28 00:10:45,200,Who’s ready to solve a murder mystery @KnivesOut #movies #KnivesOut https://t.co/kUr8GOhBiu,en,extended,False,0,,False,823204708298932224,1199843032482426880,Whos ready to solve a murder mystery KnivesOut movies KnivesOut,0.2,2019-11-28,KnivesOut,positive
14728,1749,2019-12-03 09:19:59,7859,Incidentally we highly recommend seeing #KnivesOut (which is where this gif is from)!,en,extended,False,0,,False,19972874,1201793189243432960,Incidentally we highly recommend seeing KnivesOut which is where this gif is from,0.2,2019-12-03,KnivesOut,positive
