,index,created_at,followers_count,full_text,lang,mode,retweet,retweet_count,retweet_text,retweeted,user_id,tweet_id,clean_text,polarity,date,hashtag,sentiment
1075,456,2019-11-09 13:51:55,5416,@ZineMatica Duh! For real! Like creepy hotel flicks? Catch this twisted up anthology reviewers compare to The Twilight Zone or Tales From The Darkside. *FREE* on amazon prime! Catch trailer and add to watchlist here: https://t.co/9vr2BYIsHf #HorrorCommunity #DrSleep https://t.co/utG2k5XEdm,en,extended,False,0,,False,990744956,1193164316398227456,ZineMatica Duh For real Like creepy hotel flicks Catch this twisted up anthology reviewers compare to The Twilight Zone or Tales From The Darkside FREE on amazon prime Catch trailer and add to watchlist here HorrorCommunity DrSleep,-0.125,2019-11-09,DrSleep,negative
592,30,2019-11-11 22:20:43,678,#MikeFlanagan's #DoctorSleep manages to build upon #TheShining #TheShiningMovie while reshaping its story almost 40 years later &amp; still telling it's own horrific tale. #DareToGoBack to the #OverlookHotel and witness it for yourself.#DrSleep #DrSleepMovie #DoctorSleepMovie #Horror https://t.co/P7zL2rudd6,en,extended,False,0,,False,23260482,1194017135946846208,MikeFlanagans DoctorSleep manages to build upon TheShining TheShiningMovie while reshaping its story almost 40 years later amp still telling its own horrific tale DareToGoBack to the OverlookHotel and witness it for yourselfDrSleep DrSleepMovie DoctorSleepMovie Horror,-0.13333333333333333,2019-11-11,DrSleep,negative
1645,207,2019-11-01 20:31:20,85,Check out BOTTLENECK GALLERY THE SHINING/DR SLEEP BY QFSCHRIS GLOW IN THE DARK SOLD OUT https://t.co/z84tADkwWG… https://t.co/cAqoPu9jJv,en,normal,False,0,,False,1127790944290578437,1190365729708822530,Check out BOTTLENECK GALLERY THE SHININGDR SLEEP BY QFSCHRIS GLOW IN THE DARK SOLD OUT,-0.15,2019-11-01,DrSleep,negative
1067,448,2019-11-09 14:02:51,5416,@MarcusJBrent Join the crowd! Like creepy hotel flicks? Catch this twisted up anthology reviewers compare to The Twilight Zone or Tales From The Darkside. *FREE* on amazon prime! Catch trailer and add to watchlist here: https://t.co/9vr2BYIsHf #DrSleep #Horrorfans #horrormovie https://t.co/0uquIwsz8S,en,extended,False,0,,False,990744956,1193167068687949824,MarcusJBrent Join the crowd Like creepy hotel flicks Catch this twisted up anthology reviewers compare to The Twilight Zone or Tales From The Darkside FREE on amazon prime Catch trailer and add to watchlist here DrSleep Horrorfans horrormovie,-0.16666666666666666,2019-11-09,DrSleep,negative
151,1,2019-11-19 20:47:03,4596,#drsleep was disappointing as expected but little Abra was gun 💨 tho. One of the next big leading ladies if she stays at it.,en,extended,False,0,,False,1315292744,1196892667755614208,drsleep was disappointing as expected but little Abra was gun tho One of the next big leading ladies if she stays at it,-0.1775,2019-11-19,DrSleep,negative
1235,649,2019-11-09 01:47:42,22,"Kubrick's dead, but Ewan MacGregor shows his asshole in it, so there's that...
#DrSleep",en,extended,False,0,,False,1123447205065625601,1192982060245430272,Kubricks dead but Ewan MacGregor shows his asshole in it so theres thatDrSleep,-0.2,2019-11-09,DrSleep,negative
1720,294,2019-10-31 16:21:40,26,Looking forward to see this one in a few hours!!💀 #halloweennight #Stephenking #drsleep https://t.co/v2ASA0SHP7,en,normal,False,0,,False,1158833569428623360,1189940508933656576,Looking forward to see this one in a few hours halloweennight Stephenking drsleep,-0.2,2019-10-31,DrSleep,negative
1238,1,2019-11-09 01:24:58,249,"I don’t think this is a spoiler, but here’s how I know I’m complete trash: there is a specific scene involving blood that I probably shouldn’t have been like oh fuck yes on, but I was. Hardddddd 💉💉💉😂😂😂#drsleep #notaspoiler #horror #nowyouknowtoomuchaboutme #sorry https://t.co/BOn95ph8UU",en,extended,False,0,,False,39489662,1192976341097992192,I dont think this is a spoiler but heres how I know Im complete trash there is a specific scene involving blood that I probably shouldnt have been like oh fuck yes on but I was Hardddddd drsleep notaspoiler horror nowyouknowtoomuchaboutme sorry,-0.2,2019-11-09,DrSleep,negative
829,185,2019-11-10 07:39:19,902,"#DrSleep Mike Flanagan’s adaptation from #StephenKing novel felt short. Sorry but you don’t mess with it and #Kubrick #TheShining

#sorrynotsorry",en,extended,False,1,,False,375998530,1193432937397510144,DrSleep Mike Flanagans adaptation from StephenKing novel felt short Sorry but you dont mess with it and Kubrick TheShining sorrynotsorry,-0.225,2019-11-10,DrSleep,negative
1044,423,2019-11-09 15:13:48,1575,#WritingCommunity @StephenKing takes his time telling a story &amp; establishes what the air tastes like! why am i stressing out about telling my story asap? because i’m an amateur. #drsleep #writing #books #stories #darlings #stuff,en,extended,False,0,,False,1612203644,1193184924200779777,WritingCommunity StephenKing takes his time telling a story amp establishes what the air tastes like why am i stressing out about telling my story asap because im an amateur drsleep writing books stories darlings stuff,-0.25,2019-11-09,DrSleep,negative
1639,201,2019-11-01 22:12:10,1168,"#drsleep considering Stephen King hated the original Stanley Kubrick film version of his book, they've used a lot o… https://t.co/rzolkrI1wT",en,normal,False,0,,False,40526582,1190391103368974337,drsleep considering Stephen King hated the original Stanley Kubrick film version of his book theyve used a lot o,-0.2625,2019-11-01,DrSleep,negative
1315,789,2019-11-08 07:54:29,98786,What the Hell Should I Watch this Weekend as @theStevilDead &amp; @drex discuss a holiday movie!?!?! Seriously? Already. In addition to #LastChristmas they also chat about #drsleep and #PlayingWithFireMovie #TheShiftwithDrex LISTEN: https://t.co/HslsuPe17Q,en,extended,False,2,,False,19240249,1192711978818646017,What the Hell Should I Watch this Weekend as theStevilDead amp drex discuss a holiday movie Seriously Already In addition to LastChristmas they also chat about drsleep and PlayingWithFireMovie TheShiftwithDrex LISTEN,-0.3333333333333333,2019-11-08,DrSleep,negative
1310,784,2019-11-08 07:56:50,16076,What the Hell Should I Watch this Weekend as @theStevilDead &amp; @drex discuss a holiday movie!?!?! Seriously? Already. In addition to #LastChristmas they also chat about #drsleep and #PlayingWithFireMovie #TheShiftwithDrex LISTEN: https://t.co/wCRgS8URB8,en,extended,False,1,,False,221814012,1192712566520385538,What the Hell Should I Watch this Weekend as theStevilDead amp drex discuss a holiday movie Seriously Already In addition to LastChristmas they also chat about drsleep and PlayingWithFireMovie TheShiftwithDrex LISTEN,-0.3333333333333333,2019-11-08,DrSleep,negative
1312,786,2019-11-08 07:55:38,42372,What the Hell Should I Watch this Weekend as @theStevilDead &amp; @drex discuss a holiday movie!?!?! Seriously? Already. In addition to #LastChristmas they also chat about #drsleep and #PlayingWithFireMovie #TheShiftwithDrex LISTEN: https://t.co/X3Is4G3cyj,en,extended,False,0,,False,31220292,1192712266296246272,What the Hell Should I Watch this Weekend as theStevilDead amp drex discuss a holiday movie Seriously Already In addition to LastChristmas they also chat about drsleep and PlayingWithFireMovie TheShiftwithDrex LISTEN,-0.3333333333333333,2019-11-08,DrSleep,negative
325,33,2019-11-15 19:03:02,284,"“The world is a hungry place, a dangerous place, and a dark place.” In progress #theshining #shining #drsleep #doctorsleep #stephenking #rosethehat #rebeccaferguson #wip #artinprogress #sketching #fanart #artvideo… https://t.co/kAiHXCmlCb",en,extended,False,0,,False,3270499838,1195416936554754049,The world is a hungry place a dangerous place and a dark place In progress theshining shining drsleep doctorsleep stephenking rosethehat rebeccaferguson wip artinprogress sketching fanart artvideo,-0.375,2019-11-15,DrSleep,negative
1640,202,2019-11-01 20:58:33,157,Went to #drsleep this morning. Not sure there was a need to mix the book with the rather disappointing Kubrick Shin… https://t.co/P9TmbZ8OcT,en,normal,False,0,,False,1904327917,1190372578604593152,Went to drsleep this morning Not sure there was a need to mix the book with the rather disappointing Kubrick Shin,-0.425,2019-11-01,DrSleep,negative
1678,247,2019-11-01 00:25:07,427,Just watched #drsleep and I must say I was not impressed 🤔,en,normal,False,0,,False,269950991,1190062174867206144,Just watched drsleep and I must say I was not impressed,-0.5,2019-11-01,DrSleep,negative
236,15,2019-11-17 14:11:16,530,#drsleep really bad on multiple levels.  It was really awful. Do not see this movie,en,extended,False,0,,False,286303928,1196068289945964544,drsleep really bad on multiple levels It was really awful Do not see this movie,-0.5666666666666665,2019-11-17,DrSleep,negative
493,5,2019-11-13 04:41:15,344,I'm not gonna lie the baseball boy scene in #drsleep I knew it was coming still fucked me up.,en,extended,False,0,,False,85976717,1194475286865338369,Im not gonna lie the baseball boy scene in drsleep I knew it was coming still fucked me up,-0.6,2019-11-13,DrSleep,negative
1377,62,2019-11-07 17:18:18,117,Thinking about going to see #drsleep  today I know it’s gonna crazy,en,normal,False,0,,False,66282296,1192491479488442368,Thinking about going to see drsleep today I know its gonna crazy,-0.6,2019-11-07,DrSleep,negative
744,80,2019-11-10 20:20:17,143,"HERE’S MICKEY!!!!

#theshining #drsleep #doctorsleep #elresplandor #stephenking #stanleykubrick #mikeflanagan #movie #mad #crazy https://t.co/GR3pogHVO2",en,extended,False,0,,False,344257806,1193624437427494915,HERES MICKEYtheshining drsleep doctorsleep elresplandor stephenking stanleykubrick mikeflanagan movie mad crazy,-0.6125,2019-11-10,DrSleep,negative
63,15,2019-11-23 15:34:24,1167,"@FeloniousBiggs @Disney Seriously, fuck that arrogant prick! #DrSleep #TerminatorDarkFate #Joker #ABeautifulDayInTheNeighborhood #Midway #FordVsFerrari #ZombielandDoubleTap I'd rather watch #Frozen2 or #CharliesAngels than that snoozefest!",en,extended,False,0,,False,4725607994,1198263535509417984,FeloniousBiggs Disney Seriously fuck that arrogant prick DrSleep TerminatorDarkFate Joker ABeautifulDayInTheNeighborhood Midway FordVsFerrari ZombielandDoubleTap Id rather watch Frozen2 or CharliesAngels than that snoozefest,-0.625,2019-11-23,DrSleep,negative
1211,605,2019-11-09 05:40:48,273,Shoulda known by the name #DrSleep was gonna be terrible,en,extended,False,0,,False,911144383,1193040722619879424,Shoulda known by the name DrSleep was gonna be terrible,-1.0,2019-11-09,DrSleep,negative
1498,23,2019-11-05 19:33:06,89,"Dr Sleep has to be one of, if not the worst movie I have seen in my life. Period. The book was rubbish. The movie w… https://t.co/VGgsBRtSbC",en,normal,False,0,,False,1090617443356209152,1191800624402354177,Dr Sleep has to be one of if not the worst movie I have seen in my life Period The book was rubbish The movie w,-1.0,2019-11-05,DrSleep,negative
652,111,2019-11-11 07:09:14,309,Boring  #DrSleep,en,extended,False,0,,False,1176925587455102977,1193787753340624896,Boring DrSleep,-1.0,2019-11-11,DrSleep,negative
